set	Set this poem to music .	(0, 3)	To set pear trees in an orchard .	(3, 6)
put	He put all his efforts into this job .	(3, 6)	Put these words to music .	(0, 3)
fire	Hold your fire until you can see the whites of their eyes .	(10, 14)	Barbecue over an open fire .	(22, 26)
beauty	Brigitte Bardot was a renowned beauty .	(31, 37)	His roses were beauties .	(15, 23)
drive	He took the family for a drive in his new car .	(25, 30)	A variable speed drive permitted operation through a range of speeds .	(17, 22)
fabric	The fabric of our lives .	(4, 10)	The fabric of the universe .	(4, 10)
vehicle	His editorials provided a vehicle for his political views .	(26, 33)	The play was just a vehicle to display her talents .	(20, 27)
run	My computer is too old to run the new OS .	(26, 29)	Run the dishwasher .	(0, 3)
boy	The baby was a boy .	(15, 18)	Most soldiers are only boys in uniform .	(23, 27)
copy	Catastrophes make good copy .	(23, 27)	She made a copy of the designer dress .	(11, 15)
drop	There is not a drop of pity in that man .	(15, 19)	Put three drops of oil into the mixture .	(10, 15)
pull	Pull a horse .	(0, 4)	Pull weeds .	(0, 4)
convert	Could you convert my dollars into pounds ?	(10, 17)	Smith converted and his team won .	(6, 15)
make	Make a phone call .	(0, 4)	Make one 's way into the forest .	(0, 4)
prove	Prove a will .	(0, 5)	The exception proves the rule .	(14, 20)
top	Only the top side of the box was painted .	(9, 12)	Put your books on top of the desk .	(18, 21)
top	Top the evening with champagne .	(0, 3)	Top and tail the carrots .	(0, 3)
allow	To allow a son to be absent .	(3, 8)	Mandela was allowed few visitors in prison .	(12, 19)
sex	We had sex in the back seat .	(7, 10)	All you ever think about is sex .	(28, 31)
avoid	Her former friends now avoid her .	(23, 28)	We avoided the area .	(3, 10)
cut	She could not cut the long days in the office .	(14, 17)	His opponent cut upward toward his chin .	(13, 16)
come	Nothing good will come of this .	(18, 22)	His breath came hard .	(11, 15)
make	We should make Cincinnati by 7 tonight .	(10, 14)	She was made president of the club .	(8, 12)
floor	The pit floor showed where a ring of post holes had been .	(8, 13)	The room has a wooden floor .	(22, 27)
swing	Swing forward .	(0, 5)	This action swung many votes over to his side .	(12, 17)
head	200 head of cattle and 50 head of horses .	(4, 8)	A head of steam .	(2, 6)
take	I take it you 're not going ?	(2, 6)	I estimate the trip will take about ten minutes .	(25, 29)
play	Play the stock market .	(0, 4)	Who 's playing now ?	(7, 14)
heart	In your heart you know it is true .	(8, 13)	You have n't got the heart for baseball .	(21, 26)
pull	Pull the oars .	(0, 4)	Pull the trigger of the gun .	(0, 4)
number	The number of parameters is small .	(4, 10)	I hope to become one of their number before I die .	(30, 36)
pay	It will pay to wait .	(8, 11)	You 'll pay for this opinion later .	(8, 11)
wear	Wear one 's hair in a certain way .	(0, 4)	He always wears a smile .	(10, 15)
tap	Tap one 's memory .	(0, 3)	Tap a source of money .	(0, 3)
hold	She can hold an audience spellbound .	(8, 12)	Hold this bowl for a moment , please .	(0, 4)
period	In England they call a period a stop .	(23, 29)	Picasso 's blue period .	(16, 22)
pull	You 'll be sent home if you pull another stunt like that .	(28, 32)	Pull a bank robbery .	(0, 4)
go	Messages must go through diplomatic channels .	(14, 16)	Get going !	(4, 9)
play	Play sports .	(0, 4)	Play cards .	(0, 4)
sequence	The sequence of names was alphabetical .	(4, 12)	He invented a technique to determine the sequence of base pairs in DNA .	(41, 49)
apparition	The sudden apparition of the Spaniards . – William H. Prescott .	(11, 21)	Natives were amazed at the apparition of this white stranger .	(27, 37)
press	This guy can press 300 pounds .	(13, 18)	Press a record .	(0, 5)
treat	She was tempted to treat the whole affair as a joke .	(19, 24)	You treated me like a fool .	(4, 11)
hand	The hired hand fixed the railing .	(10, 14)	A ranch hand .	(8, 12)
turn	Turn your palm this way .	(0, 4)	Turn the clay on the wheel .	(0, 4)
make	Make lead into gold .	(0, 4)	We barely made the plane .	(10, 14)
apology	He wrote a letter of apology to the hostess .	(21, 28)	What he said really hurt my feelings , but his apology sounded so sincere that I could n't help but forgive him .	(47, 54)
avoid	Her former friends now avoid her .	(23, 28)	I try to avoid the company of gamblers .	(9, 14)
take	I estimate the trip will take about ten minutes .	(25, 29)	Tomorrow the doctor will take the cast off her arm .	(25, 29)
face	Turn and face your partner now .	(9, 13)	The bunkers faced north and east , toward Germany .	(12, 17)
fall	The line of men fall forward .	(16, 20)	The most difficult task fell on the youngest member of the team .	(24, 28)
foot	Curled up on the foot of the bed .	(17, 21)	The foot of the mountain .	(4, 8)
order	Magnolias belong to the order Magnoliales .	(24, 29)	It was on the order of a mile .	(14, 19)
time	The time of year for planting .	(4, 8)	This time he succeeded .	(5, 9)
point	They sailed south around the point .	(29, 34)	A row of points .	(9, 15)
chain	This led to an unfortunate chain of events .	(27, 32)	The chain of command .	(4, 9)
make	Make merry .	(0, 4)	She makes like an actress .	(4, 9)
rest	The ocean was finally at rest .	(25, 29)	He threw away the rest .	(18, 22)
block	A block of stone .	(2, 7)	The pyramids were built with large stone blocks .	(41, 47)
turn	Turn on the spot .	(0, 4)	He turned traitor .	(3, 9)
fall	The line of men fall forward .	(16, 20)	Light fell on her face .	(6, 10)
boss	He is the Republican boss in Kentucky .	(21, 25)	Party bosses have a reputation for corruption .	(6, 12)
stop	It came to a stop at the bottom of the hill .	(13, 17)	His next stop is Atlanta .	(9, 13)
clean	Clean grain before milling it .	(0, 5)	Clean the spots off the rug .	(0, 5)
register	Her surprise did not register .	(21, 29)	Register for an election .	(0, 8)
time	It is time to go .	(6, 10)	At what times do the trains arrive ?	(8, 13)
play	I used to play with trucks as a little girl .	(10, 14)	They played long and hard .	(5, 11)
make	Make enemies .	(0, 4)	He made a fool of himself at the meeting .	(3, 7)
break	If the vase falls to the floor , it might break .	(42, 47)	The flat plain was broken by tall mesas .	(19, 25)
station	The train pulled into the station .	(26, 33)	He started looking for a gas station .	(29, 36)
describe	The feeling is difficult to describe , but not unpleasant .	(28, 36)	Discreet Italian police described it in a manner typically continental .	(24, 33)
give	Can I give you my keys while I go in the pool ?	(6, 10)	She gave me a dirty look .	(4, 8)
call	Call a football game .	(0, 4)	She was called into the director 's office .	(8, 14)
voice	After the fire a still small voice . — 1 Kings 19:12 .	(29, 34)	Conservatism has many voices .	(22, 28)
pull	Pull the string gently .	(0, 4)	Pull the trigger of the gun .	(0, 4)
draw	At the start of their turn , each player must draw a card .	(46, 50)	She drew an elephant .	(4, 8)
show	He bet $ 2 on number six to show .	(28, 32)	The car 's dull finish showed years of neglect .	(23, 29)
fire	They retreated in the face of withering enemy fire .	(46, 50)	Hold your fire until you can see the whites of their eyes .	(10, 14)
work	This old radio does n't work anymore .	(24, 28)	The vintner worked the wine in big oak vats .	(12, 18)
rhythm	The piece has a fast rhythm .	(21, 27)	We walked with a quick , even rhythm .	(30, 36)
deal	He 's a master of the business deal .	(31, 35)	It was a package deal .	(17, 21)
opening	The opening received good critical reviews .	(4, 11)	The opening of his arms was the sign I was waiting for .	(4, 11)
race	Let 's race and see who gets there first .	(7, 11)	I raced him to the car , but he was there first , so he got to ride shotgun .	(2, 7)
work	Can you work an electric drill ?	(8, 12)	Work the metal into a sword .	(0, 4)
position	Chief of Staff is the second highest position in the army .	(37, 45)	The position of the hands on the clock .	(4, 12)
fatigue	He was suffering from museum fatigue .	(29, 36)	After watching TV with her husband she had a bad case of football fatigue .	(66, 73)
see	Now I see !	(6, 9)	Can you see the bird in that tree ?	(8, 11)
round	There was a round of applause .	(12, 17)	They brought us a round of drinks about every thirty minutes .	(18, 23)
stick	The policy so far is all stick and no carrot .	(25, 30)	Fever left him weak on his sticks .	(27, 33)
light	Can you shed light on this problem ?	(13, 18)	Put that light out !	(9, 14)
use	We only use Spanish at home .	(8, 11)	I ca n't use this tool .	(9, 12)
softness	Softness is not something permitted of good leaders .	(0, 8)	Orders have recently picked up after a period of extreme softness .	(57, 65)
classify	Should we classify " make up " as an idiom or as a phrasal verb ?	(10, 18)	The curator classified the artifacts .	(12, 22)
serve	We serve meals for the homeless .	(3, 8)	The President 's wisdom has served the country well .	(28, 34)
center	He hit the ball to deep center .	(24, 30)	His stories made him the center of the party .	(25, 31)
head	Be careful when you pet that dog on the head ; it may bite .	(40, 44)	We will consider performance issues under the head of future improvements .	(46, 50)
live	Can you live on $ 2000 a month in New York City ?	(8, 12)	The holocaust survivors have lived a nightmare .	(29, 34)
admit	The French doors admit onto the yard .	(17, 22)	This pipe admits air .	(10, 16)
bank	He cashed a check at the bank .	(25, 29)	He tried to break the bank at Monte Carlo .	(22, 26)
air	Air pollution .	(0, 3)	There was a tension in the air which made me suspect an approaching storm .	(27, 30)
pound	Pound the roots with a heavy flat stone .	(0, 5)	My heart is pounding .	(12, 20)
grip	They kept a firm grip on the two top priorities .	(17, 21)	It was an old briefcase but it still had a good grip .	(48, 52)
draw	At the start of their turn , each player must draw a card .	(46, 50)	Draw a card .	(0, 4)
fall	Fall into a trap .	(0, 4)	Fall asleep .	(0, 4)
unemployment	The rate of unemployment is an indicator of the health of an economy .	(12, 24)	Unemployment made Jack depressed .	(0, 12)
draw	Draw pulp from the fruit .	(0, 4)	To draw a memorial , a deed , or bill of exchange .	(3, 7)
fall	Fall prey to an imposter .	(0, 4)	The curtain fell on the diva .	(12, 16)
light	Can you shed light on this problem ?	(13, 18)	Do you have a light ?	(14, 19)
work	This dough does not work easily .	(20, 24)	Work the raisins into the dough .	(0, 4)
buy	I 'm not going to buy your stupid excuses anymore !	(18, 21)	I ca n't buy this story .	(9, 12)
swing	The soccer player began to swing at the referee .	(27, 32)	He swung his left fist .	(3, 8)
draw	Draw parallels .	(0, 4)	A ship draws ten feet of water .	(7, 12)
head	Matters came to a head yesterday .	(18, 22)	I 've got to go to the head .	(23, 27)
come	Your wish will come true .	(15, 19)	Next came the student from France .	(5, 9)
play	Play fair .	(0, 4)	Play games .	(0, 4)
drive	To drive sheep out of a field .	(3, 8)	Drive the forest .	(0, 5)
hold	He can hold his liquor .	(7, 11)	This theory still holds .	(18, 23)
clip	I went into the salon to get a clip .	(31, 35)	He could do ten at a clip .	(21, 25)
pay	Pay attention .	(0, 3)	He paid me 5000 pounds for the car .	(3, 7)
light	Put that light out !	(9, 14)	The light of my life .	(4, 9)
shot	His parting shot was ` drop dead ' .	(12, 16)	A good shot requires good balance and tempo .	(7, 11)
carry	You must carry your camping gear .	(9, 14)	This train is carrying nuclear waste .	(14, 22)
line	Toe the line .	(8, 12)	Historians can only point out those lines for which evidence is available .	(36, 41)
school	He walked to school every morning .	(13, 19)	The school was built in 1932 .	(4, 10)
play	Play cards .	(0, 4)	Gielgud played Hamlet .	(8, 14)
take	Take shelter from the storm .	(0, 4)	Take a test .	(0, 4)
noise	During the firework display that ended the gala the noise reached 98 decibels .	(52, 57)	He enjoyed the street noises .	(22, 28)
replace	The insurance will replace the lost income .	(19, 26)	This antique vase can never be replaced .	(31, 39)
snap	He gave his fingers a snap .	(22, 26)	Servants appeared at the snap of his fingers .	(25, 29)
cover	Cover her face with a handkerchief .	(0, 5)	Cover the child with a blanket .	(0, 5)
swing	Swing a bat .	(0, 5)	His mood swings .	(9, 15)
break	Twigs break off of those branches easily .	(6, 11)	The newsman wanted to break a big story , something that would make him famous .	(22, 27)
give	I 'm going to give my wife a necklace for her birthday .	(14, 18)	Give a course .	(0, 4)
presence	Any painter can benefit from the presence of a live model from which to draw .	(33, 41)	He tested for the presence of radon .	(18, 26)
pay	Do n't pay him any mind .	(7, 10)	Pay attention .	(0, 3)
carry	He can not carry a tune .	(11, 16)	Amanda carried the package to New York .	(7, 14)
voice	After the fire a still small voice . — 1 Kings 19:12 .	(29, 34)	The voice of the law .	(4, 9)
range	The plains lay just beyond the mountain range .	(40, 45)	The valley was between two ranges of hills .	(27, 33)
see	I do n't see the situation quite as negatively as you do .	(9, 12)	I must see your passport before you can enter the country .	(7, 10)
unravel	Stop playing with the seam of the tablecloth ! You will unravel it .	(56, 63)	Mother could n't unravel the ball of wool after the cat had played with it .	(17, 24)
make	Make a mistake .	(0, 4)	My wife made me buy a new sofa .	(8, 12)
light	Magoon 's governorship in Cuba was viewed in a negative light by many Cuban historians for years thereafter .	(56, 61)	The light of my life .	(4, 9)
stand	We stand on common ground .	(3, 8)	Paris stands on the Seine .	(6, 12)
work	I will work hard to improve my grades .	(7, 11)	He 's working in a bar .	(6, 13)
see	I just ca n't see your point .	(14, 17)	Now I see !	(6, 9)
turn	The hillside behind our house is n't generally much to look at , but once all the trees turn it 's gorgeous .	(88, 92)	Turn the earth in the Spring .	(0, 4)
do	We could do with a little more help around here .	(9, 11)	We did 6 miles on our hike every day .	(3, 6)
production	They improve their product every year ; they export most of their agricultural production .	(79, 89)	They hope to increase spaghetti production next year .	(32, 42)
interest	In the common interest .	(14, 22)	An interest in music .	(3, 11)
body	A body of law .	(2, 6)	A body of precedents .	(2, 6)
difference	It just wo n't make much of a difference to anyone .	(30, 40)	It just wo n't make much difference to me .	(25, 35)
give	Give one 's talents to a good cause .	(0, 4)	What gives ?	(5, 10)
make	What do you make of his remarks ?	(12, 16)	How much do you make a month in your new job ?	(16, 20)
bull	He was a bull of a man .	(9, 13)	What he said was mostly bull .	(24, 28)
fall	The hills around here fall towards the ocean .	(22, 26)	His voice fell to a whisper .	(10, 14)
floor	We spread our sleeping bags on the dry floor of the tent .	(39, 44)	The fire spared the forest floor .	(27, 32)
throw	Throw a shoe .	(0, 5)	She threw herself forwards .	(4, 9)
spot	A bald spot .	(7, 11)	The leopard is noted for the spots of color in its fur .	(29, 34)
take	Can you take this bag , please .	(8, 12)	Take the case of China .	(0, 4)
vault	Family members had been buried in the vault for centuries .	(38, 43)	The bank kept their money safe in a large vault .	(42, 47)
focus	Please focus on your studies and not on your hobbies .	(7, 12)	We focused on what to do .	(3, 10)
absence	He visited during my absence .	(21, 28)	Absence makes the heart grow fonder .	(0, 7)
credit	That engineer is a credit to the team .	(19, 25)	If you do not come to class , you will not get credit for the class , regardless of how well you do on the final .	(47, 53)
carry	I carry her image in my mind 's eye .	(2, 7)	His voice carried a lot of anger .	(10, 17)
make	She may not make the grade .	(12, 16)	I make the height about 100 feet .	(2, 6)
defense	He offered a persuasive defense of the theory .	(24, 31)	The defense called for a mistrial .	(4, 11)
catch	Did you catch a cold ?	(8, 13)	If he catches you on the chin , you 'll be on the mat .	(6, 13)
line	Please speak up , the line is very faint .	(22, 26)	I tried to make a call , but the line was dead .	(33, 37)
line	I ca n't follow your line of reasoning .	(21, 25)	The answer to the comprehension question can be found in the third line of the accompanying text .	(67, 71)
get	What did you get at the toy store ?	(13, 16)	Get someone mad .	(0, 3)
run	He can have the run of the house .	(16, 19)	He has the run of the house .	(11, 14)
cut	Cut class .	(0, 3)	Cut a caper .	(0, 3)
check	A check on its dependability under stress .	(2, 7)	He paid all his bills by check .	(25, 30)
sense	A keen musical sense .	(15, 20)	In the best sense charity is really a duty .	(12, 17)
say	What does the law say ?	(18, 21)	She said ` Hello ' to everyone in the office .	(4, 8)
school	Stay after school .	(11, 17)	He did n't miss a single day of school .	(32, 38)
turn	Turn a key .	(0, 4)	The hillside behind our house is n't generally much to look at , but once all the trees turn it 's gorgeous .	(88, 92)
beg	Beg money and food .	(0, 3)	Beg the point in the discussion .	(0, 3)
grace	There but for the grace of God go I .	(18, 23)	I 'm so grateful to God for the grace that He has given me .	(32, 37)
thing	I could n't tell what the thing was .	(26, 31)	She has a thing about him .	(10, 15)
connect	This computer will connect well to the network .	(19, 26)	These computers connected well together .	(16, 25)
keep	I can not keep track of all my employees .	(10, 14)	I keep my specimens under glass to protect them .	(2, 6)
beat	Beat one 's breast .	(0, 4)	The eagle beat its wings and soared high into the sky .	(10, 14)
hold	He can hold his liquor .	(7, 11)	The auditorium ca n't hold more than 500 people .	(22, 26)
piece	It is not known who created this piece .	(33, 38)	She played two beautiful pieces on the piano .	(25, 31)
make	Make a wall of stones .	(0, 4)	Make a cake .	(0, 4)
make	Make clay into bricks .	(0, 4)	Make water into wine .	(0, 4)
cut	The Vietnamese cut a lot of timber while they occupied Cambodia .	(15, 18)	Cut class .	(0, 3)
mouth	He rode into the mouth of the canyon .	(17, 22)	She wiped lipstick from her mouth .	(28, 33)
fabric	The fabric of our lives .	(4, 10)	It is part of the fabric of society .	(18, 24)
stuff	Stuff a pillow with feathers .	(0, 5)	My nose is all stuffed .	(15, 22)
shape	Shape the dough .	(0, 5)	Shape a figure .	(0, 5)
feel	The sheets feel soft .	(11, 15)	He felt the wind .	(3, 7)
difficulty	Had difficulty walking .	(4, 14)	Finished the test only with great difficulty .	(34, 44)
head	12 head of big cattle and 14 head of branded calves .	(3, 7)	The office was full of secret heads .	(30, 35)
make	This invention will make you a millionaire .	(20, 24)	This wool makes into a nice sweater .	(10, 15)
business	A racially integrated business concern .	(22, 30)	We do business all over the world .	(6, 14)
significance	The significance of a gesture .	(4, 16)	The significance of his remark became clear only later .	(4, 16)
try	I shall try my skills on this .	(8, 11)	Try the yak butter .	(0, 3)
licking	Our football team took a licking last night .	(25, 32)	They suffered a convincing licking .	(27, 34)
interest	He has a lot of interest in vintage cars .	(16, 24)	Victorian furniture is an interest of mine .	(26, 34)
degree	Murder in the second degree .	(21, 27)	He earned his degree at Princeton summa cum laude .	(14, 20)
be	When will the meeting be ?	(22, 24)	The woman is walking .	(10, 12)
train	Unfortunately , the leading bridesmaid stepped on the bride 's train as they were walking down the aisle .	(63, 68)	The bride 's train was carried by her two young nephews .	(13, 18)
make	Make a stir .	(0, 4)	Make friends .	(0, 4)
indication	An indication of foul play .	(3, 13)	Indications of strain .	(0, 11)
plan	They drew up a six-step plan .	(24, 28)	They discussed plans for a new bond issue .	(15, 20)
encounter	There was a brief encounter in the hallway .	(18, 27)	Their encounter was a matter of chance .	(6, 15)
keep	These potatoes keep for a long time .	(15, 19)	She keeps an apartment in Paris for her shopping trips .	(4, 9)
pull	Pull a sled .	(0, 4)	You 'll be sent home if you pull another stunt like that .	(28, 32)
make	Make a wall of stones .	(0, 4)	Make a dress .	(0, 4)
leave	She was granted leave to speak .	(16, 21)	Might I beg leave to accompany you ?	(12, 17)
work	The soft metal works well .	(15, 20)	He used pliers to work the wire into shape .	(18, 22)
touch	This piano has a wonderful touch .	(27, 32)	Suddenly , in the crowd , I felt a touch at my shoulder .	(35, 40)
pick	Pick a fight or a quarrel .	(0, 4)	Pick pockets .	(0, 4)
represent	Ms. Smith will represent the defendant .	(15, 24)	Our parents represented to us the need for more caution .	(12, 23)
play	Play the casinos in Trouville .	(0, 4)	Play the stock market .	(0, 4)
point	She walked to a point where she could survey the whole street .	(16, 21)	He held me up at the point of a gun .	(21, 26)
litany	A litany of failures .	(2, 8)	The patient recited a litany of complaints .	(22, 28)
side	He turned the box over to examine the bottom side .	(45, 49)	A cube has six sides .	(15, 20)
empty	To empty a well or a cistern .	(3, 8)	The cinema emptied quickly after the end of the film .	(11, 18)
foulness	His display of foulness deserved severe punishment .	(15, 23)	Mouths which speak such foulness must be cleansed .	(24, 32)
scene	The most moving scene is the final one , where he realizes he has wasted his whole life .	(16, 21)	The play is divided into three acts , and in total twenty-five scenes .	(63, 69)
follow	Teenagers follow their friends in everything .	(10, 16)	Carter followed Ford .	(7, 15)
clear	Clear the leaves from the lawn .	(0, 5)	Clear snow from the road .	(0, 5)
voice	The Times is not the voice of New York .	(21, 26)	Conservatism has many voices .	(22, 28)
sing	I really want to sing in the school choir .	(17, 21)	She was singing while she was cooking .	(8, 15)
business	Show me where the business was today .	(18, 26)	Business is good today .	(0, 8)
look	My backyard look onto the pond .	(12, 16)	The house looks north .	(10, 15)
wallah	The book wallah .	(9, 15)	A kitchen wallah .	(10, 16)
break	Break a branch from a tree .	(0, 5)	Twigs break off of those branches easily .	(6, 11)
work	He could not work the math problem .	(13, 17)	Work one 's way through the crowd .	(0, 4)
turn	The alchemists tried to turn lead into gold .	(24, 28)	Turn the heat down .	(0, 4)
unit	The word is a basic linguistic unit .	(31, 35)	He was a member of a special police unit .	(36, 40)
assumption	Your assumption that I would agree was unwarranted .	(5, 15)	On the assumption that he has been injured we can infer that he will not to play .	(7, 17)
space	They stopped at an open space in the jungle .	(24, 29)	The space between his teeth .	(4, 9)
play	Insiders said the company 's stock was in play .	(42, 46)	The play of light on the water .	(4, 8)
piece	An important piece of the evidence .	(13, 18)	He wrote an interesting piece on Iran .	(24, 29)
break	Break cigarette smoking .	(0, 5)	He slipped on the ice and broke his leg .	(26, 31)
position	Moved from third to fifth position .	(26, 34)	Stand in this position , with your arms at your side .	(14, 22)
motion	The reflex motion of his eyebrows revealed his surprise .	(11, 17)	He made a motion to adjourn .	(10, 16)
development	They funded research and development .	(25, 36)	He congratulated them on their development of a plan to meet the emergency .	(31, 42)
take	You ca n't take credit for this !	(11, 15)	He was often taken to be a man of means .	(13, 18)
break	Nobody can break out -- this prison is high security .	(11, 16)	They broke into my car and stole my radio !	(5, 10)
call	He heard the phone ringing but did n't want to take the call .	(56, 60)	She reported several anonymous calls .	(31, 36)
shed	The bill shed 50 pages of pork-barrel addons .	(9, 13)	Our dog sheds every Spring .	(8, 13)
get	She did n't get the joke .	(12, 15)	She got a bruise on her leg .	(4, 7)
vaccinate	We vaccinate against scarlet fever .	(3, 12)	The nurse vaccinated the children in the school .	(10, 20)
turn	The Earth turns .	(10, 15)	He turned traitor .	(3, 9)
hold	Hold these truths to be self-evident .	(0, 4)	I 'll hold you by your promise .	(6, 10)
cut	Cut a ticket .	(0, 3)	The employer wants to cut back health benefits .	(22, 25)
beat	The boat beat in the strong wind .	(9, 13)	Beat the subway fare .	(0, 4)
point	Cut the skin with the point of the knife .	(22, 27)	A row of points .	(9, 15)
raise	Raise a shout .	(0, 5)	Raise a sad cry .	(0, 5)
relate	I can not relate these events at all .	(10, 16)	I find it difficult to relate to others because i 'm extremely introverted .	(23, 29)
year	This Chinese year is the year of the Rooster .	(13, 17)	I was born in the year 1950 .	(18, 22)
neighbour	My neighbour has an annoying cat .	(3, 12)	My neighbour is very irritable and grumpy at times .	(3, 12)
move	To move in a matter .	(3, 7)	Move those boxes into the corner , please .	(0, 4)
carry	Do you carry kerosene heaters ?	(7, 12)	The loan carries a high interest rate .	(9, 16)
reason	The reason a steady state was never reached was that the back pressure built up too slowly .	(4, 10)	Mankind should develop reason above all other virtues .	(23, 29)
line	A nice line of shoes .	(7, 11)	Toe the line .	(8, 12)
flare	He threw a flare to the fullback who was tackled for a loss .	(11, 16)	Infection can cause a lupus flare .	(28, 33)
call	Call a runner out .	(0, 4)	Call a football game .	(0, 4)
break	Can you break a hundred-dollar bill for me ?	(8, 13)	The dam broke .	(8, 13)
replace	We need to replace the secretary that left a month ago .	(11, 18)	He replaced the old razor blade .	(3, 11)
take	Tomorrow the doctor will take the cast off her arm .	(25, 29)	Can you take this bag , please .	(8, 12)
think	Think thin .	(0, 5)	Think big .	(0, 5)
flatten	Flatten a road .	(0, 7)	Mary would flatten the dough before rolling it into pretzels .	(11, 18)
carry	These bonds carry warrants .	(12, 17)	The loan carries a high interest rate .	(9, 16)
break	I had to break a $ 100 bill just to buy the candy .	(9, 14)	Did you two break the trolley by racing with it ?	(12, 17)
carry	These pipes carry waste water into the river .	(12, 17)	This paper carries a restaurant review .	(11, 18)
trim	Trim lumber .	(0, 4)	Trim an airplane .	(0, 4)
check	Check the brakes .	(0, 5)	Check the growth of communism in South East Asia .	(0, 5)
structure	Artists must study the structure of the human body .	(23, 32)	His lectures have no structure .	(21, 30)
light	Can you shed light on this problem ?	(13, 18)	He finally saw the light .	(19, 24)
assume	The gods assume human or animal form in these fables .	(9, 15)	She assumed indifference , even though she was seething with anger .	(4, 11)
bed	The track bed had washed away .	(10, 13)	Sea bed , river bed , lake bed .	(4, 7)
clearance	The plane was given clearance to land .	(20, 29)	The plane got clearance from air traffic control , and we were off .	(14, 23)
mean	I did n't mean to knock your tooth out .	(10, 14)	I meant to take the car in for a smog check , but it slipped my mind .	(2, 7)
acknowledge	* I acknowledge my transgressions . - Psalm 51:3 .	(4, 15)	* For ends generally acknowledged to be good . - Thomas Macaulay .	(21, 33)
spread	The missionaries quickly spread their new message across the country .	(25, 31)	He spread fertilizer over the lawn .	(3, 9)
life	The life of this milk carton may be thousands of years in this landfill .	(4, 8)	Get a life .	(6, 10)
bed	Slices of hard-boiled egg on a bed of spinach .	(31, 34)	He worked in the coal beds .	(22, 26)
coast	The rocky coast of Maine has few beaches .	(10, 15)	The children lined up for a coast down the snowy slope .	(28, 33)
press	This guy can press 300 pounds .	(13, 18)	She is pressing her opponent but will eventually lose .	(7, 15)
approach	To approach the city .	(3, 11)	We were approaching our destination .	(8, 19)
order	It was on the order of a mile .	(14, 19)	Men from the fraternal order will staff the soup kitchen today .	(23, 28)
run	Run rogue .	(0, 3)	She ran 10 miles that day .	(4, 7)
seat	The seat of a saddle .	(4, 8)	There were not enough seats for all the guests .	(22, 27)
pay	It will pay to wait .	(8, 11)	To pay attention .	(3, 6)
dress	She likes to dress when going to the opera .	(13, 18)	Dress the plants in the garden .	(0, 5)
carry	I carry her image in my mind 's eye .	(2, 7)	The senator carried his home state .	(12, 19)
condition	A heart condition .	(8, 17)	A skin condition .	(7, 16)
take	Take steps .	(0, 4)	Take the gun from your pocket .	(0, 4)
take	Take a scene .	(0, 4)	Take a test .	(0, 4)
make	Make merry .	(0, 4)	They made nice together , as if their fight never happened .	(5, 9)
tell	I want to tell a story .	(10, 14)	The father told a story to his child .	(11, 15)
trouble	I went to a lot of trouble .	(19, 26)	He won without any trouble .	(19, 26)
lob	Lob the tennis ball .	(0, 3)	The tennis player lobbed the ball , which was a costly mistake .	(18, 24)
head	Under the head of minor Roman poets .	(10, 14)	They shot 20 head of quail .	(13, 17)
air	The program was on the air from 9 til midnight .	(23, 26)	There was a tension in the air which made me suspect an approaching storm .	(27, 30)
action	A man of action .	(9, 15)	The piano had a very stiff action .	(27, 33)
place	If you were in my place what would you do ?	(18, 23)	A political system with no place for the less prominent groups .	(27, 32)
take	I used to take The Sunday Times .	(10, 14)	The hard work took its toll on her .	(14, 18)
be	I shall be writing to you soon .	(8, 10)	It had been six days since his departure , when I received a letter from him .	(7, 11)
connect	Can you connect the two loudspeakers ?	(8, 15)	Our computers connected .	(14, 23)
account	An account of a battle .	(3, 10)	He asked to see the executive who handled his account .	(46, 53)
line	Toe the line .	(8, 12)	They attacked the enemy 's line .	(27, 31)
take	Can you take me to the main entrance ?	(8, 12)	Take a scene .	(0, 4)
apparition	The sudden apparition of the Spaniards . – William H. Prescott .	(11, 21)	The apparition of Lawyer Clippurse occasioned much speculation in that portion of the world . – Sir W. Scott .	(4, 14)
come	The sleeves come to your knuckles .	(12, 16)	He came from France .	(3, 7)
sense	Fortunately she had the good sense to run away .	(29, 34)	It 's common sense not to put metal objects in a microwave oven .	(13, 18)
air	It 's getting quite stuffy in this room : let 's open the windows and air it .	(70, 73)	She aired her opinions on welfare .	(4, 9)
head	They shot 20 head of quail .	(13, 17)	200 head of cattle and 50 head of horses .	(4, 8)
mean	I mean to go to Baddeck this summer .	(2, 6)	I meant to take the car in for a smog check , but it slipped my mind .	(2, 7)
form	He was at the top of his form .	(25, 29)	To apply for the position , complete the application form .	(53, 57)
oblige	We had to oblige him .	(10, 16)	The singer obliged with another song .	(11, 18)
smile	She 's got a perfect smile .	(21, 26)	He has a sinister smile .	(18, 23)
carry	I resent having to carry her all the time .	(19, 24)	The painting of Mary carries motherly love .	(21, 28)
work	Work your way through every problem or task .	(0, 4)	She was working on her second martini when the guests arrived .	(8, 15)
seat	He was elected to a seat in the Senate .	(20, 24)	The seat of his pants was worn through .	(4, 8)
work	This dough does not work easily .	(20, 24)	He could not work the math problem .	(13, 17)
take	Take a scene .	(0, 4)	Do you take sugar in your coffee ?	(7, 11)
drink	He jumped into the drink and had to be rescued .	(19, 24)	If he does n't pay off the mafia , he 'll wear cement shoes to the bottom of the drink !	(81, 86)
